6.271362067417086905e+00,-1.636796186436087819e+00,1.268352181913960042e+00
-2.073514631662461749e+00,-2.959645702462395445e+00,-1.292252395239244844e+00
2.202276349494895147e+00,-4.778709639022881817e+00,1.234209932847720737e+00
4.971378489407896062e+00,3.029100652802195093e+00,-6.371262636666461532e-01
-3.307603865338604177e+00,1.228501631735057220e+00,7.829958561169745312e-01
1.994272563637566664e+00,-3.749819884053775532e+00,5.106271584608281788e-01
-6.004424207223907350e-01,3.811861726114611493e-01,-2.936712672710247718e-01
2.875059144832245561e+00,1.465422725779653046e+00,-4.149741403786517679e-01
-1.150983737746710478e+00,-5.772116167979231882e+00,1.615314093844045784e-01
1.355867708035314978e+00,2.445125110853818562e+00,5.088386442880735716e-01
2.245738865846440557e+00,8.255614622512572609e-01,8.176203171581073459e-01
-1.148570642113166285e+00,4.490032318415920543e+00,-1.903030544601967966e-01
-3.303434304787184472e-01,-2.482187203655725316e+00,3.867248302513480729e-01
1.096605905046002194e+00,4.282690385309016357e+00,1.000115170502830164e+00
-1.449653854205579906e+00,2.242894788307910225e+00,1.354542061013890741e+00
7.178351833108695956e-01,-2.794547348922348906e+00,-1.823131378350073106e+00
4.792255291151344743e+00,6.045680266173924622e+00,-1.686546392267763705e+00
2.466736734387517505e+00,-9.290855894893246258e-02,1.302734862714774344e+00
-6.306945123225398131e-01,-8.832588685074332924e-01,-4.690300391530283219e-01
-3.598526402280467718e+00,1.546780234105780139e+00,2.561428050501940445e-01
2.035606982607318649e+00,5.332456867865936756e-01,-1.201877748897755449e+00
-1.817094694919401954e-01,-3.826929947735655979e+00,-8.703212788726675253e-01
-3.877074693193090837e+00,-1.337406275296881386e+00,-1.935847820435212530e+00
1.854991922298292684e+00,1.879313413525106835e+00,6.798562345494819636e-01
1.943931254905777228e+00,-1.499071363706946602e+00,8.212747974948946261e-01
3.413934687219762898e-01,9.208673027792957377e-01,-2.383682659134671034e-01
-1.256823034312759546e+00,2.180642492988929870e+00,-1.464223440612200555e+00
-4.280110434955235021e+00,8.283377570880640084e-01,5.907228683135256064e-01
-1.356863870038452324e+00,-1.117133574598201617e+00,1.607490726799786884e+00
6.812884047397225196e-01,1.810476449774483632e+00,7.349568824929131328e-01
-4.656900207488019472e-01,2.941473852760202234e+00,-1.680914991513787982e+00
2.874864258019024454e+00,1.929307740621678757e+00,1.174026581216135234e+00
-1.889191687095028049e+00,-1.795811661706358864e+00,1.486032250396373211e+00
1.468366467943725162e+00,-2.794428718573830572e+00,7.647370300563864909e-01
-2.427601270980507930e+00,6.495730250188850308e-01,1.424355365651622352e+00
8.734122474364773847e-01,2.115055714444000312e+00,-1.026160759050803506e+00
3.861486412320437100e+00,1.003629979150708618e+00,3.769825407052061483e-01
2.616021563323204457e+00,-8.544355592336905225e-01,1.763458265909661371e+00
1.451296722145389406e+00,-5.316297947115868894e+00,-1.343354225975920802e+00
-7.295672720729119431e-01,-3.597400634823647025e-02,1.686076346825201577e-01
